Time (s),Qgen (W),Qsolar (W),Qalbedo (W),Qplanetshine (W),Qout/rad (W),Qstored (W)
5180,11.56,53.67,27.74,11.84,61.66,43.14
5190,15.06,65.1,27.36,22.3,93.95,35.86
5200,15.78,61.7,29.78,10.05,61.63,55.67
5210,16.12,63.8,19.13,22.76,79.88,41.93
5220,12.2,56.35,28.4,21.33,94.91,23.37
5230,12.05,69.13,19.99,12.58,80.92,32.82
5240,14.62,56.21,28.87,15.46,97.27,17.88
5250,14.22,67.86,27.12,13.1,88.11,34.18
5260,17.86,51.37,26.88,17.01,87.81,25.3
5270,14.97,62.63,23.08,11.51,95.26,16.93
5280,15.72,56.98,19.38,21.51,79.27,34.31
5290,18.99,65.25,20.96,14.84,67.9,52.15
5300,13.25,56.24,19.09,19.54,78.34,29.78
5310,11.51,51.3,27.35,18.72,65.18,43.7
5320,18.9,54.6,16.09,14.58,86.71,17.45
5330,11.95,60.57,24.49,12.52,75.99,33.55
5340,10.49,59.26,25.75,23.02,96.75,21.77
5350,17.1,55.2,20.48,17.5,89.68,20.59
5360,15.12,63.1,19.61,12.69,69.61,40.92
5370,10.72,61.72,16.55,18.2,60.04,47.15
5380,10.81,63.84,27.46,22.34,97.45,27.0
5390,18.73,55.54,22.29,19.52,72.0,44.08
5400,11.02,61.49,29.76,21.58,82.74,41.11
5410,18.22,59.0,25.9,14.99,81.74,36.38
5420,11.8,66.72,17.79,16.7,67.96,45.05
5430,11.89,55.03,24.86,15.34,61.05,46.08
5440,17.95,58.49,23.53,15.08,90.63,24.42
5450,16.42,54.71,15.78,12.43,63.89,35.45
5460,15.23,66.78,28.13,11.27,76.87,44.55
5470,18.97,54.28,21.15,13.17,66.87,40.69
5480,12.64,64.64,22.3,10.67,99.32,10.92
5490,19.37,66.69,17.32,10.26,60.91,52.73
5500,19.77,61.6,21.82,20.97,76.17,47.99
5510,12.79,67.91,27.07,17.55,95.01,30.3
5520,19.67,64.66,17.6,23.31,94.81,30.43
5530,17.44,68.89,18.81,22.29,94.38,33.06
5540,11.14,54.2,18.57,17.96,92.92,8.94
5550,14.13,59.48,26.9,23.59,80.12,43.99
5560,10.38,50.31,24.67,10.31,97.3,-1.62
5570,17.15,52.66,24.48,11.29,70.93,34.66
5580,15.94,66.86,24.44,19.86,61.7,65.41
5590,13.19,61.26,17.6,11.1,75.14,28.01
5600,13.81,65.17,29.07,24.31,78.25,54.1
5610,16.0,61.06,21.7,20.49,91.42,27.83
5620,18.79,53.81,22.02,10.71,60.96,44.37
5630,16.02,58.93,15.36,13.95,97.37,6.89
5640,11.78,65.78,27.99,12.23,99.58,18.2
5650,14.34,66.16,17.78,20.31,78.3,40.28
5660,12.41,62.76,19.45,21.75,74.39,41.99
5670,11.72,66.28,16.15,12.65,96.6,10.19
5680,12.5,52.54,27.22,10.75,78.38,24.63
5690,14.88,57.95,25.4,23.94,60.04,62.12
5700,16.37,62.08,29.75,16.52,91.57,33.15
5710,12.93,55.72,25.06,13.22,85.77,21.16
5720,10.06,64.9,21.54,21.7,66.15,52.04
5730,11.32,59.78,19.33,22.22,94.97,17.68
5740,18.58,51.23,19.31,17.48,81.59,25.0
5750,14.92,69.38,26.4,11.53,90.31,31.92
5760,11.89,69.78,26.56,18.21,83.88,42.55
5770,18.04,66.96,29.5,17.52,69.02,63.01
5780,15.27,55.83,23.08,24.38,86.46,32.1
5790,10.21,57.55,19.92,18.99,76.18,30.5
5800,18.3,52.11,18.63,23.21,78.96,33.28
5810,19.1,58.87,24.53,24.61,65.84,61.27
5820,18.2,64.76,16.93,13.75,99.38,14.25
5830,16.87,51.98,25.51,16.65,62.62,48.39
5840,16.18,68.22,17.38,20.75,69.96,52.56
5850,13.57,55.47,17.86,12.67,83.65,15.93
5860,19.14,50.89,25.78,21.06,75.9,40.96
5870,16.7,69.43,29.3,18.74,95.45,38.72
5880,11.34,59.19,28.99,18.25,89.7,28.07
5890,15.67,66.37,18.55,12.81,76.37,37.04
5900,12.22,53.22,17.69,19.75,90.39,12.49
5910,19.08,53.95,25.75,24.25,69.61,53.42
5920,14.8,67.42,28.01,15.0,60.16,65.07
5930,17.01,51.48,23.83,24.31,86.83,29.8
5940,16.13,61.33,19.37,21.49,76.39,41.93
5950,17.09,64.84,29.64,12.67,60.52,63.73
5960,15.43,51.36,27.2,16.04,66.59,43.43
5970,16.19,68.42,20.26,23.79,95.28,33.39
5980,18.88,64.0,29.44,24.91,71.85,65.38
5990,12.1,57.53,17.55,14.92,86.22,15.9
6000,16.38,64.07,15.2,19.17,62.45,52.36
6010,10.77,63.37,18.41,20.96,75.23,38.28
6020,13.99,52.03,28.65,11.32,75.7,30.29
6030,13.45,54.29,27.63,18.79,73.1,41.07
6040,12.46,57.25,28.77,16.85,61.29,54.04
6050,16.0,68.03,27.62,12.97,63.44,61.18
6060,15.25,58.45,26.59,21.7,97.7,24.29
6070,11.61,62.33,25.92,18.05,90.21,27.7
6080,16.59,65.8,18.62,10.73,81.27,30.48
6090,11.87,65.52,28.37,15.39,99.49,21.67
6100,15.12,69.82,17.04,13.5,91.52,23.96
6110,15.14,67.91,23.84,13.89,95.67,25.1
6120,18.78,50.55,24.36,18.49,69.34,42.83
6130,14.77,63.68,23.13,14.25,76.48,39.36
6140,10.24,62.81,24.92,17.01,82.72,32.26
6150,10.1,54.75,28.64,14.06,78.96,28.59
6160,17.19,66.91,24.06,17.75,98.13,27.77
6170,15.82,59.43,25.37,17.86,99.14,19.34
6180,12.38,58.26,28.01,20.33,84.3,34.69
6190,16.94,66.58,26.17,21.18,99.13,31.73
6200,19.76,66.64,16.09,21.04,98.98,24.55
6210,18.27,60.16,18.97,20.55,91.49,26.46
6220,15.64,51.78,25.92,15.79,70.6,38.53
6230,13.79,57.35,27.02,19.22,92.09,25.29
6240,10.43,54.71,24.98,13.38,70.67,32.81
6250,18.64,61.72,21.46,11.2,75.02,37.99
6260,18.87,61.67,20.11,20.45,72.83,48.27
6270,15.95,59.35,18.64,14.42,85.73,22.63
6280,15.75,50.6,22.09,12.82,87.08,14.18
6290,15.46,66.74,28.67,12.93,89.69,34.11
6300,14.56,57.89,25.88,18.24,74.9,41.67
6310,17.9,55.88,18.43,12.56,97.98,6.8
6320,13.18,54.2,15.46,15.38,84.52,13.71
6330,16.73,57.66,18.2,15.25,98.24,9.6
6340,14.47,64.41,22.44,19.84,77.97,43.18
6350,12.51,57.14,28.91,18.84,77.81,39.59
6360,17.08,53.5,29.13,19.33,63.99,55.05
6370,18.16,59.54,25.51,21.82,68.35,56.68
6380,18.97,61.81,16.82,17.02,86.99,27.63
6390,19.62,56.68,24.14,11.83,74.45,37.81
6400,10.2,64.93,27.96,22.64,70.99,54.74
6410,13.57,68.84,20.07,22.98,67.59,57.88
6420,20.0,50.23,24.66,20.21,81.77,33.33
6430,18.57,52.93,17.48,10.27,61.81,37.43
6440,14.19,57.94,18.25,13.93,64.98,39.33
6450,19.66,51.39,21.82,19.1,82.31,29.66
6460,19.8,53.26,16.82,20.54,82.71,27.7
6470,13.23,59.0,20.8,13.31,69.54,36.81
6480,15.22,67.18,27.71,23.12,98.24,34.99
6490,13.52,51.21,22.33,21.63,84.68,24.0
6500,16.81,63.34,26.73,11.36,68.29,49.95
6510,18.55,68.48,18.08,13.07,87.3,30.87
6520,15.75,67.15,20.76,10.17,89.18,24.64
6530,17.22,59.93,27.58,19.47,97.64,26.56
6540,10.76,50.14,21.14,18.26,65.72,34.58
6550,11.55,58.71,25.75,24.1,74.83,45.29
6560,17.79,68.53,24.33,13.46,79.74,44.37
6570,13.02,67.25,27.5,22.98,90.11,40.64
6580,13.11,62.48,15.76,12.94,80.75,23.54
6590,14.64,64.03,21.52,20.44,77.14,43.5
6600,11.78,55.56,20.81,10.45,88.14,10.47
6610,10.55,56.98,25.45,15.24,87.68,20.55
6620,13.89,52.3,25.68,14.37,89.99,16.26
6630,18.54,61.85,20.4,19.93,83.57,37.16
6640,17.12,55.2,16.42,19.38,68.92,39.19
6650,19.6,55.03,17.09,11.33,79.25,23.8
6660,18.66,68.34,15.06,14.54,94.97,21.62
6670,14.99,69.62,21.44,22.66,63.0,65.71
6680,18.18,52.75,19.63,16.78,78.63,28.7
6690,12.6,62.55,22.51,18.82,86.13,30.36
6700,12.9,61.11,28.62,19.7,69.42,52.91
6710,17.93,57.67,22.47,17.62,90.8,24.9
6720,16.51,65.36,25.1,14.27,99.45,21.79
6730,12.97,51.48,29.53,18.9,89.35,23.52
6740,10.78,53.32,23.9,16.51,80.24,24.28
6750,19.97,55.22,28.05,23.78,83.13,43.89
6760,17.15,62.35,21.42,21.24,99.81,22.36
6770,18.2,63.84,28.04,10.12,98.79,21.41
6780,18.81,50.13,18.83,18.1,76.99,28.88
6790,11.3,56.24,22.43,23.55,78.71,34.82
6800,14.3,51.52,20.85,18.57,71.08,34.16
6810,19.01,55.07,18.21,18.95,98.48,12.75
6820,18.97,50.67,29.25,20.88,93.14,26.63
6830,11.09,69.19,17.49,12.51,78.25,32.02
6840,12.51,62.6,21.76,16.65,65.44,48.09
6850,17.18,65.06,24.73,14.29,96.24,25.0
6860,15.18,50.54,23.25,15.22,79.32,24.87
6870,13.52,50.52,29.14,23.49,72.12,44.55
6880,13.4,64.35,19.38,13.76,66.72,44.16
6890,17.61,65.15,19.41,15.73,83.64,34.25
6900,16.9,69.7,21.81,20.63,68.71,60.32
6910,14.04,59.83,25.18,18.77,98.82,19.0
6920,14.98,52.32,26.76,20.63,82.62,32.06
6930,13.17,66.44,17.48,10.41,78.12,29.38
6940,19.54,66.72,26.53,20.45,68.0,65.24
6950,13.3,53.79,15.06,11.26,82.51,10.9
6960,19.67,68.67,24.38,18.77,60.03,71.45
6970,12.34,66.21,15.88,16.8,99.64,11.59
6980,13.07,65.25,18.43,16.91,92.39,21.27
6990,11.74,69.17,23.59,22.05,77.64,48.9
7000,19.4,51.99,26.62,16.48,92.9,21.58
7010,17.43,53.23,21.09,14.62,63.52,42.85
7020,12.05,51.78,28.68,14.14,69.39,37.26
7030,17.27,54.82,16.1,13.43,77.88,23.74
7040,12.89,68.85,24.14,23.13,78.77,50.23
7050,19.54,59.39,19.9,10.19,82.36,26.66
7060,15.17,67.44,20.87,22.22,69.05,56.65
7070,16.47,67.58,15.74,15.3,87.3,27.79
7080,18.3,51.04,20.7,14.15,76.65,27.54
7090,16.23,69.26,20.68,22.64,81.13,47.69
7100,18.68,54.21,21.43,14.11,78.88,29.55
7110,14.93,64.75,28.22,20.83,81.71,47.01
7120,16.93,66.11,26.68,16.66,71.11,55.28
7130,18.56,52.56,25.02,22.92,92.58,26.48
7140,15.03,60.25,26.69,13.06,75.69,39.35
7150,17.31,68.01,18.77,22.35,60.89,65.55
7160,10.07,60.14,22.11,18.36,99.03,11.65
7170,16.63,58.84,22.79,20.92,69.47,49.71
7180,12.46,51.81,22.94,12.83,77.04,23.0
7190,11.48,63.98,20.72,24.17,98.4,21.94
7200,14.0,52.94,16.5,16.58,69.3,30.72
7210,19.96,68.88,25.53,15.36,61.64,68.09
7220,19.42,55.0,29.41,17.62,70.46,51.0
7230,15.93,52.14,19.09,18.56,89.71,16.0
7240,13.55,66.38,24.09,11.15,71.78,43.39
7250,18.6,61.22,24.2,23.62,96.68,30.96
7260,18.66,54.16,27.8,15.39,91.71,24.3
7270,13.85,63.0,25.63,18.82,80.83,40.48
7280,15.84,69.5,24.58,10.14,89.02,31.05
7290,14.29,51.95,15.79,21.22,94.75,8.51
7300,14.13,52.27,29.38,21.41,85.75,31.45
7310,19.27,61.84,16.59,10.73,76.06,32.37
7320,14.67,61.56,15.93,10.63,62.06,40.73
7330,16.01,52.82,24.1,19.19,94.68,17.44
7340,12.13,53.49,18.9,18.26,77.12,25.66
7350,12.51,54.99,25.28,22.27,63.46,51.58
7360,15.49,60.25,29.57,22.26,62.85,64.71
7370,12.53,64.86,18.28,13.94,95.31,14.3
7380,12.85,55.88,29.36,16.19,64.44,49.83
7390,15.4,67.17,17.67,22.58,65.22,57.6
7400,10.19,67.86,18.57,19.71,92.77,23.56
7410,15.53,68.69,21.63,15.08,73.79,47.14
7420,18.77,65.92,17.2,14.9,87.16,29.63
7430,17.88,64.73,23.02,19.54,68.26,56.91
7440,11.48,69.63,24.03,14.84,64.19,55.78
7450,19.31,69.09,17.73,18.54,61.83,62.84
7460,16.18,59.83,17.06,12.0,73.31,31.76
7470,18.76,69.84,25.72,20.49,78.35,56.46
7480,15.17,61.61,26.27,13.94,72.08,44.91
7490,10.0,62.34,19.56,11.17,74.98,28.1
7500,17.75,56.48,28.18,12.68,78.62,36.47
7510,12.71,64.12,26.31,22.27,83.53,41.88
7520,16.37,53.51,17.16,24.19,82.57,28.65
7530,18.5,57.82,19.95,12.31,92.25,16.32
7540,18.17,66.53,18.47,10.7,74.59,39.29
7550,14.48,54.64,15.91,10.96,66.92,29.08
7560,14.98,53.24,16.02,22.99,88.27,18.96
7570,13.26,54.48,17.07,19.97,91.54,13.24
7580,14.86,60.95,16.36,15.59,64.76,42.99
7590,16.0,58.43,25.98,15.34,94.5,21.25
7600,14.17,66.93,17.41,17.79,84.3,32.0
7610,10.42,65.49,27.96,20.03,68.13,55.76
7620,11.48,58.7,15.62,20.01,79.94,25.88
7630,19.69,63.14,21.36,18.7,97.91,24.98
7640,10.25,55.14,24.2,13.81,92.76,10.65
7650,17.71,65.43,19.38,18.29,62.74,58.07
7660,10.46,56.44,20.39,14.66,71.79,30.16
7670,11.66,53.88,16.96,13.61,70.2,25.91
7680,12.59,56.1,28.08,20.78,62.03,55.52
7690,14.1,62.97,17.48,21.86,78.93,37.48
7700,14.8,61.45,27.62,16.89,89.93,30.84
7710,12.51,56.53,28.24,13.78,81.57,29.49
7720,15.1,55.87,19.78,10.83,66.49,35.09
7730,12.87,56.31,17.89,14.83,75.54,26.35
7740,18.84,59.72,26.84,13.0,81.65,36.75
7750,10.99,61.6,27.01,21.6,88.73,32.47
7760,16.16,51.42,17.97,21.2,79.84,26.91
7770,11.26,66.08,26.88,17.35,61.02,60.56
7780,18.57,56.79,15.25,10.34,77.46,23.48
7790,18.55,52.19,26.47,10.06,77.25,30.03
7800,17.07,69.49,26.92,16.75,70.01,60.21
7810,19.66,69.01,24.04,16.88,87.12,42.46
7820,16.65,54.19,22.23,18.41,80.04,31.45
7830,18.81,54.66,25.28,11.02,62.06,47.71
7840,12.39,60.0,27.38,14.97,82.3,32.44
7850,14.26,55.61,17.26,21.19,78.13,30.19
7860,11.3,61.63,23.6,15.12,94.35,17.29
7870,13.81,51.08,19.88,22.11,60.15,46.72
7880,12.05,51.63,28.9,11.25,66.39,37.44
7890,10.01,50.37,29.54,24.59,65.97,48.54
7900,13.63,67.19,20.43,14.87,87.43,28.69
7910,10.45,52.74,25.15,16.75,73.54,31.54
7920,17.1,64.37,16.25,22.62,60.76,59.58
7930,15.47,58.07,27.17,10.7,91.45,19.97
7940,13.2,57.49,17.85,12.96,89.23,12.28
7950,16.2,62.32,29.79,14.29,60.23,62.37
7960,13.72,67.35,17.94,21.61,66.42,54.2
7970,15.63,67.43,25.45,10.87,71.62,47.77
7980,19.56,65.69,29.16,11.35,88.93,36.84
7990,11.62,64.35,29.71,18.84,97.29,27.22
8000,11.37,64.45,26.66,14.52,99.45,17.56
8010,19.5,65.0,21.78,11.07,99.14,18.21
8020,16.91,57.25,20.38,10.15,99.7,4.98
8030,14.65,63.04,25.68,13.67,87.4,29.64
8040,18.53,50.86,16.42,22.13,72.32,35.61
8050,10.45,64.74,15.33,21.35,67.81,44.06
8060,19.31,52.8,15.85,20.03,90.55,17.43
8070,18.29,58.48,17.22,15.31,77.25,32.05
8080,18.62,65.34,23.38,19.88,85.91,41.31
8090,15.9,56.51,18.85,15.07,72.52,33.81
8100,13.61,61.82,25.97,21.5,67.05,55.84
8110,13.84,50.99,15.29,20.07,95.73,4.46
8120,12.68,54.41,28.17,21.56,67.99,48.82
8130,18.9,68.93,18.41,10.34,72.22,44.36
8140,10.34,51.68,17.12,16.21,67.12,28.22
8150,18.61,67.54,22.08,14.21,92.3,30.13
8160,15.69,66.13,22.88,19.94,96.04,28.6
8170,19.4,50.25,16.25,14.84,63.07,37.68
8180,18.41,60.56,28.95,15.31,88.68,34.54
8190,10.07,51.02,17.12,10.12,69.88,18.45
8200,18.34,50.24,27.6,16.68,74.21,38.65
8210,15.5,62.33,17.05,24.25,96.58,22.56
8220,13.27,58.66,22.76,24.45,65.72,53.43
8230,11.19,55.01,21.42,22.73,89.01,21.34
8240,15.34,50.03,16.48,17.16,78.65,20.37
8250,12.6,58.43,20.02,17.79,70.97,37.87
8260,16.47,64.85,29.99,12.69,96.61,27.39
8270,17.77,62.3,23.65,10.61,81.74,32.6
8280,15.34,51.02,19.06,23.24,71.86,36.79
8290,15.81,68.11,19.53,16.95,83.42,36.97
8300,18.02,62.02,29.34,24.76,84.35,49.78
8310,12.07,62.26,20.08,12.31,83.69,23.02
8320,19.72,67.17,16.0,20.36,72.59,50.65
8330,12.82,57.76,27.37,23.73,64.76,56.91
8340,12.55,52.23,23.33,23.59,89.04,22.66
8350,11.68,63.69,22.83,24.3,84.98,37.52
8360,19.11,60.44,29.81,16.32,72.95,52.74
8370,11.5,63.51,21.84,14.34,91.67,19.52
8380,14.26,62.7,18.45,22.98,98.82,19.57
8390,17.6,52.93,25.55,22.31,79.4,39.0
8400,19.88,63.17,20.6,12.53,86.37,29.82
8410,15.38,56.08,24.48,20.72,88.91,27.75
8420,10.6,59.52,28.03,10.54,67.15,41.54
8430,16.09,56.01,21.96,14.26,88.11,20.21
8440,14.76,59.65,18.38,20.97,99.1,14.66
8450,17.09,55.04,29.62,15.46,75.51,41.7
8460,16.73,69.11,27.07,20.91,86.31,47.51
8470,13.73,59.31,24.34,20.49,95.51,22.37
8480,15.98,66.47,26.36,19.35,83.35,44.81
8490,18.69,68.47,28.96,24.4,81.33,59.19
8500,10.92,61.29,25.03,12.74,80.95,29.02
8510,17.69,63.29,22.16,20.17,89.54,33.76
8520,14.23,69.84,18.4,21.73,63.11,61.1
8530,18.4,55.1,29.14,10.8,65.55,47.88
8540,14.95,59.6,20.77,18.01,63.17,50.15
8550,13.23,62.81,15.59,20.58,70.41,41.8
8560,13.96,56.35,23.6,20.72,87.57,27.05
8570,13.55,52.75,21.52,19.12,65.67,41.27
8580,10.91,59.08,25.35,13.36,97.67,11.03
8590,11.15,65.45,22.54,15.9,60.33,54.71
8600,10.75,67.67,17.51,24.27,94.92,25.28
8610,11.05,57.31,22.19,15.52,86.41,19.66
8620,19.16,58.21,25.26,10.86,96.2,17.29
8630,12.57,56.13,25.53,15.17,62.62,46.78
8640,19.01,68.65,17.83,21.69,81.6,45.58
8650,18.94,69.42,23.46,14.86,75.53,51.16
8660,11.68,63.28,25.86,23.62,72.91,51.53
8670,18.61,59.53,16.95,24.08,60.71,58.45
8680,18.18,69.51,27.32,19.25,86.97,47.3
8690,14.73,52.03,28.49,24.65,77.76,42.14
8700,19.71,56.4,29.0,14.72,83.47,36.35
8710,10.38,54.19,18.34,19.03,61.66,40.29
8720,17.78,50.41,17.26,23.24,69.26,39.43
8730,15.13,60.23,24.38,11.34,83.5,27.58
8740,17.89,57.71,29.64,10.03,63.64,51.63
8750,19.93,69.01,24.7,17.8,92.64,38.79
8760,18.15,51.25,27.02,13.36,81.88,27.9
8770,13.47,62.4,18.15,16.08,84.5,25.6
8780,15.25,64.12,17.26,23.97,96.04,24.56
8790,11.52,64.71,16.73,22.12,60.19,54.89
8800,16.06,68.18,17.83,16.53,83.27,35.32
8810,14.99,54.09,29.98,11.09,64.93,45.22
8820,16.34,67.46,20.47,14.02,72.63,45.66
8830,17.84,69.72,23.62,14.24,79.58,45.83
8840,18.05,66.09,29.56,24.92,64.05,74.58
8850,13.44,61.85,25.04,19.5,93.39,26.45
8860,17.04,60.29,18.16,19.63,82.82,32.3
8870,14.49,68.95,20.61,22.56,81.66,44.95
8880,14.28,67.31,25.25,21.21,99.76,28.3
8890,19.56,54.44,21.6,16.76,79.81,32.56
8900,15.61,52.94,26.5,22.29,66.7,50.64
8910,12.71,69.78,26.52,18.02,71.82,55.22
8920,17.41,65.42,15.64,21.16,86.97,32.66
8930,11.83,61.52,29.87,23.39,89.78,36.84
8940,18.3,55.33,28.89,23.28,81.35,44.45
8950,17.08,65.2,19.97,20.41,77.39,45.26
8960,17.68,58.17,23.63,10.81,70.04,40.24
8970,16.07,61.46,15.15,18.41,87.86,23.21
8980,14.89,57.17,23.52,24.54,82.07,38.04
8990,18.49,60.93,22.44,21.78,86.48,37.16
9000,10.2,52.62,27.84,14.06,72.18,32.55
9010,10.27,64.07,19.82,18.87,92.05,20.98
9020,17.49,59.08,18.34,24.17,60.31,58.77
9030,19.33,57.87,24.9,15.33,82.72,34.72
9040,18.2,53.39,29.99,17.34,88.91,30.01
9050,19.29,50.52,18.68,12.71,60.28,40.91
9060,19.03,62.34,24.77,21.63,75.39,52.37
9070,15.97,65.64,15.83,19.11,81.75,34.8
9080,19.14,50.98,24.96,22.92,87.46,30.54
9090,14.95,60.49,26.52,23.61,88.67,36.91
9100,13.81,52.52,19.44,17.44,84.28,18.93
9110,14.95,55.11,16.02,15.01,74.98,26.11
9120,12.56,67.83,29.43,20.97,65.69,65.1
9130,16.22,61.18,19.26,12.07,74.47,34.26
9140,18.05,64.85,17.53,23.23,81.59,42.07
9150,16.53,67.21,21.6,12.06,64.49,52.92
9160,19.14,51.14,22.64,15.89,88.27,20.54
9170,11.8,58.01,21.09,15.64,85.75,20.79
9180,15.35,62.61,23.49,24.31,62.97,62.8
9190,18.97,67.35,18.9,11.34,93.0,23.56
9200,18.35,67.01,17.67,21.59,89.11,35.51
9210,17.68,60.67,24.02,20.16,82.34,40.19
9220,10.33,63.44,22.85,23.57,98.51,21.68
9230,16.35,57.52,26.01,10.63,95.68,14.82
9240,17.61,53.22,17.33,20.46,78.07,30.55
9250,18.25,52.07,26.2,10.03,63.66,42.9
9260,17.23,65.36,20.11,13.21,92.46,23.45
9270,11.63,65.76,20.47,11.71,65.06,44.51
9280,19.79,52.33,22.04,13.03,77.91,29.27
9290,17.48,69.56,22.48,15.05,81.0,43.57
9300,19.8,51.08,21.5,14.85,78.2,29.03
9310,17.48,58.35,24.87,12.58,88.18,25.1
9320,18.72,53.58,15.84,15.14,74.16,29.12
9330,19.56,50.53,19.44,18.82,70.25,38.09
9340,12.31,58.36,21.48,17.42,81.91,27.67
9350,11.55,66.14,27.03,15.39,86.1,34.02
9360,12.64,63.7,23.94,10.47,86.62,24.14
9370,13.96,69.76,29.5,24.9,80.01,58.1
9380,18.9,66.22,24.27,19.58,99.75,29.22
9390,11.22,53.92,28.81,23.5,62.71,54.74
9400,11.64,68.37,23.61,18.15,70.7,51.07
9410,14.43,66.35,15.82,24.57,65.91,55.24
9420,19.84,53.69,21.86,17.66,68.27,44.78
9430,16.1,54.8,15.24,11.68,93.91,3.91
9440,15.4,52.89,16.54,12.05,85.37,11.51
9450,11.62,60.28,15.06,18.62,62.43,43.15
9460,15.04,53.77,26.67,10.34,99.58,6.24
9470,19.15,66.24,28.84,19.7,84.48,49.45
9480,12.81,63.23,29.17,16.94,77.21,44.95
9490,10.49,54.11,19.05,24.0,62.56,45.09
9500,16.95,63.35,26.63,22.67,89.12,40.48
9510,16.84,68.11,19.98,10.3,70.94,44.28
9520,14.54,66.55,23.93,22.27,83.23,44.06
9530,15.94,61.04,26.07,18.22,81.12,40.15
9540,17.02,64.98,17.37,10.29,77.62,32.04
9550,12.17,61.78,16.64,19.2,92.93,16.87
9560,16.72,62.23,21.44,20.47,66.13,54.73
9570,19.3,60.42,28.01,11.8,88.88,30.66
9580,16.37,66.1,26.51,14.79,74.56,49.21
9590,16.98,55.77,17.24,14.62,60.89,43.72
9600,17.06,53.14,28.55,18.31,75.92,41.14
9610,18.46,50.32,18.62,11.21,92.07,6.55
9620,18.12,68.34,19.78,15.17,79.2,42.21
9630,18.49,58.65,26.36,21.66,95.88,29.28
9640,19.82,58.08,25.04,15.62,78.34,40.22
9650,16.98,56.44,29.59,19.97,97.78,25.2
9660,18.73,53.06,15.9,16.21,77.68,26.22
9670,18.74,63.82,25.98,24.32,72.87,59.99
9680,16.5,64.38,20.56,20.47,95.68,26.23
9690,19.54,64.72,29.29,14.9,82.21,46.25
9700,13.06,55.12,22.33,19.32,62.81,47.02
9710,14.29,67.72,17.42,21.97,94.93,26.47
9720,19.13,50.66,26.61,23.9,96.15,24.15
9730,12.23,50.15,27.0,23.44,84.09,28.73
9740,12.52,64.29,17.13,22.23,63.82,52.36
9750,10.52,62.53,22.27,22.57,78.14,39.75
9760,12.85,65.69,21.81,24.77,87.93,37.19
9770,17.44,63.88,20.22,24.59,63.9,62.23
9780,13.61,57.16,23.56,24.7,89.19,29.85
9790,13.21,60.26,20.1,14.3,65.98,41.9
9800,12.73,66.28,19.43,12.1,84.98,25.56
9810,12.49,50.09,29.01,18.5,92.92,17.18
9820,14.18,52.26,18.52,20.96,89.84,16.07
9830,14.73,59.53,24.0,10.72,74.76,34.21
9840,15.32,53.48,23.88,20.34,75.18,37.83
9850,10.99,66.2,16.55,13.36,91.24,15.86
9860,16.72,52.81,29.39,24.89,83.42,40.39
9870,14.2,63.77,18.9,23.49,69.29,51.07
9880,18.13,55.57,20.17,22.0,80.47,35.4
9890,17.54,50.81,26.49,19.33,88.57,25.6
9900,17.18,66.05,22.77,12.07,99.2,18.87
9910,14.04,54.73,21.0,11.89,72.78,28.88
9920,12.22,58.14,19.04,15.92,96.74,8.57
9930,13.37,50.57,26.99,17.23,65.53,42.62
9940,16.39,65.86,18.25,14.61,98.74,16.38
9950,14.19,63.33,17.15,16.07,64.18,46.57
9960,14.28,65.83,27.66,17.86,80.72,44.91
9970,16.79,68.12,20.38,11.77,91.89,25.17
9980,15.47,60.33,28.94,22.96,66.4,61.31
9990,10.8,50.48,21.86,20.4,65.22,38.33
10000,10.7,62.49,26.3,12.72,75.82,36.38
10010,13.63,50.54,24.37,23.67,91.93,20.29
10020,15.52,65.33,27.29,15.4,90.22,33.32
10030,16.77,54.78,24.04,21.58,80.48,36.68
10040,17.59,58.07,23.03,12.6,90.58,20.72
10050,10.31,65.11,18.79,21.3,93.89,21.61
10060,16.35,52.26,26.73,17.45,87.03,25.76
10070,10.62,53.12,26.31,19.89,61.87,48.07
10080,12.91,67.44,25.65,17.52,84.86,38.66
10090,11.86,58.89,26.19,21.25,66.32,51.89
10100,19.9,67.69,18.37,15.94,60.26,61.65
10110,15.12,69.19,26.71,12.44,82.25,41.22
10120,19.07,55.57,28.94,19.17,63.37,59.37
10130,11.7,57.73,29.73,12.96,86.1,26.01
10140,15.96,55.78,18.28,13.26,92.9,10.37
10150,10.33,62.41,29.28,21.44,64.68,58.78
10160,17.06,52.56,23.62,24.22,83.87,33.6
10170,19.95,50.94,29.76,24.79,69.89,55.56
10180,12.68,55.93,23.49,20.29,97.12,15.27
10190,13.96,51.33,20.65,19.05,81.92,23.07
10200,18.06,66.34,27.87,19.27,69.84,61.69
10210,16.74,59.96,21.62,15.06,80.86,32.52
10220,19.46,54.44,23.91,13.14,75.64,35.31
10230,10.98,58.18,16.56,23.76,77.86,31.62
10240,18.75,55.21,21.08,18.94,70.5,43.49
10250,12.7,64.84,23.24,23.32,86.87,37.22
10260,14.03,67.75,26.46,19.52,85.73,42.04
10270,18.83,66.65,19.06,24.89,88.83,40.6
10280,14.51,69.92,26.79,20.98,65.64,66.56
10290,16.4,57.19,27.84,16.68,80.3,37.82
10300,12.77,55.37,23.86,17.62,71.52,38.09
10310,15.17,68.76,21.44,13.66,64.82,54.21
10320,18.06,62.97,22.44,13.67,85.77,31.37
10330,10.64,58.49,27.32,23.4,88.8,31.06
